,party,state,total_votes,split_votes,vote_perc
1015,VIP,Bihar,9519,520018484,0.0018305118554208931
377,CPI(ML)(L),Rajasthan,9512,520018484,0.00182916574942363
67,AAMJP,Uttar Pradesh,9371,520018484,0.0018020513286216187
281,BMUP,Telangana,9344,520018484,0.0017968592054893187
101,ADUP,Uttar Pradesh,9265,520018484,0.0017816674378059224
608,JMM,Assam,9263,520018484,0.0017812828360924185
1008,UMK,Tamil Nadu,9194,520018484,0.0017680140769765406
133,AITC,Arunachal Pradesh,9135,520018484,0.0017566683264281814
595,JKP(N),Jharkhand,9062,520018484,0.0017426303638852962
544,IUML,Madhya Pradesh,9053,520018484,0.0017408996561745292
205,BDBRAJP,Karnataka,8990,520018484,0.0017287847021991627
955,SP(I),Maharashtra,8986,520018484,0.0017280154987721552
1002,TPGC,Tripura,8952,520018484,0.0017214772696425922
458,HiPPa,Maharashtra,8853,520018484,0.0017024394848241587
667,MCPI,Telangana,8824,520018484,0.001696862759978355
54,AAAP,Meghalaya,8815,520018484,0.0016951320522675883
209,BEMP,Bihar,8729,520018484,0.0016785941785869287
810,RKSP,Jharkhand,8686,520018484,0.0016703252417465991
379,CPI(ML)(L),Tripura,8670,520018484,0.0016672484280385695
832,RPI,Telangana,8609,520018484,0.0016555180757767064
177,APoI,Rajasthan,8558,520018484,0.001645710732082362
165,AMS,Madhya Pradesh,8544,520018484,0.0016430185200878359
220,BJKD,Bihar,8541,520018484,0.0016424416175175804
507,IND,Chandigarh,8496,520018484,0.001633788078963747
675,MMKA,Tamil Nadu,8468,520018484,0.0016284036549746952
941,SP,Himachal Pradesh,8444,520018484,0.0016237884344126507
157,AKBJHP,West Bengal,8364,520018484,0.0016084043658725023
57,AAAP,Puducherry,8307,520018484,0.0015974432170376468
156,AKBJHP,Jharkhand,8252,520018484,0.0015868666699162947
982,SUCI,Tripura,8202,520018484,0.001577251627078702
807,RJVP,Rajasthan,8152,520018484,0.0015676365842411093
641,LB,Maharashtra,8071,520018484,0.0015520602148442093
448,HJP,Maharashtra,8015,520018484,0.0015412913668661054
914,SHP,Telangana,7953,520018484,0.0015293687137474905
457,HVD,Bihar,7921,520018484,0.0015232150863314312
975,SUCI,Jharkhand,7890,520018484,0.0015172537597721238
374,CPI(ML)(L),Karnataka,7885,520018484,0.0015162922554883647
636,KMBS,Uttar Pradesh,7839,520018484,0.0015074464160777794
93,AD,Madhya Pradesh,7830,520018484,0.0015057157083670125
593,JKNPP,Punjab,7826,520018484,0.0015049465049400052
414,DABAP,Andhra Pradesh,7746,520018484,0.0014895624363998568
296,BRPP,Uttar Pradesh,7722,520018484,0.0014849472158378124
885,RaCP,Uttar Pradesh,7650,520018484,0.0014711015541516788
940,SP,Haryana,7641,520018484,0.0014693708464409124
601,JMBP,Madhya Pradesh,7626,520018484,0.0014664863335896343
596,JKP(N),West Bengal,7608,520018484,0.001463024918168101
53,AAAP,Manipur,7604,520018484,0.0014622557147410935
778,RAHM,Bihar,7549,520018484,0.0014516791676197419
638,KVD,Bihar,7541,520018484,0.001450140760765727
904,SBSP,Bihar,7514,520018484,0.001444948637633427
19, ,Manipur,7504,520018484,0.0014430256290659084
857,RSMD,Madhya Pradesh,7430,520018484,0.0014287953656662712
357,CPI,Meghalaya,7418,520018484,0.0014264877553852489
298,BSCP,Haryana,7372,520018484,0.0014176419159746636
849,RPI(KH),Maharashtra,7354,520018484,0.0014141805005531303
259,BKPP,Uttar Pradesh,7342,520018484,0.0014118728902721082
248,BJP,Sikkim,7279,520018484,0.0013997579362967413
899,SAP,Jharkhand,7262,520018484,0.0013964888217319598
77,ABHM,Rajasthan,7256,520018484,0.0013953350165914486
391,CPIM,West Bengal,7253,520018484,0.0013947581140211932
749,PG,Maharashtra,7222,520018484,0.0013887967874618857
495,INC,Sikkim,7189,520018484,0.0013824508591890744
802,RJJM,Bihar,7147,520018484,0.0013743742232054967
1057,ssrd,Uttar Pradesh,7115,520018484,0.0013682205957894374
664,MBT,Telangana,7112,520018484,0.001367643693219182
838,RPI(A),Madhya Pradesh,7081,520018484,0.0013616823666598745
960,SP(I),Uttar Pradesh,7046,520018484,0.0013549518366735595
204,BCUF,Telangana,7036,520018484,0.001353028828106041
162,AMB,Tripura,7031,520018484,0.0013520673238222817
130,AIPF,Uttar Pradesh,7010,520018484,0.0013480290058304927
870,RSWD,Bihar,6994,520018484,0.001344952192122463
758,PMSP,Bihar,6901,520018484,0.0013270682124445407
651,LPSP,Uttar Pradesh,6874,520018484,0.0013218760893122408
672,MEDP,Rajasthan,6845,520018484,0.0013162993644664368
942,SP,Jammu & Kashmir,6843,520018484,0.0013159147627529331
78,ABHM,Tamil Nadu,6824,520018484,0.001312261046474648
964,SSAD,Uttar Pradesh,6788,520018484,0.0013053382156315812
965,SSD,Bihar,6777,520018484,0.0013032229062073107
255,BJPARTY,Bihar,6765,520018484,0.0013009152959262886
968,SSPD,Punjab,6681,520018484,0.001284762023959133
619,JSEP,Uttar Pradesh,6636,520018484,0.0012761084854052995
368,CPI(ML)(L),Andhra Pradesh,6627,520018484,0.0012743777776945328
411,CPM,Uttarakhand,6577,520018484,0.0012647627348569403
969,STR,Andhra Pradesh,6542,520018484,0.0012580322048706253
365,CPI,Uttarakhand,6525,520018484,0.0012547630903058439
47,AAAP,Jammu & Kashmir,6523,520018484,0.00125437848859234
963,SRP,Kerala,6512,520018484,0.0012522631791680697
21, ,Mizoram,6495,520018484,0.0012489940646032882
1006,UCPI,Tamil Nadu,6472,520018484,0.0012445711448979956
650,LPSP,Bihar,6430,520018484,0.0012364945089144176
208,BED,Uttar Pradesh,6408,520018484,0.0012322638900658768
467,ILP(AP),Andhra Pradesh,6390,520018484,0.0012288024746443438
2, ,Arunachal Pradesh,6321,520018484,0.0012155337155284659
561,JD(S),Tamil Nadu,6299,520018484,0.001211303096679925
785,RBC,Haryana,6265,520018484,0.001204764867550362
677,MNDP,Madhya Pradesh,6233,520018484,0.0011986112401343027
462,ICSP,Andhra Pradesh,6150,520018484,0.0011826502690238988
221,BJKD,Uttar Pradesh,6144,520018484,0.0011814964638833876
702,NCP,Arunachal Pradesh,6065,520018484,0.0011663046961999913
908,SDP,Jammu & Kashmir,6042,520018484,0.0011618817764946986
388,CPIM,Punjab,5879,520018484,0.0011305367368441464
644,LD,Rajasthan,5859,520018484,0.0011266907197091094
337,BaSaP,Uttar Pradesh,5845,520018484,0.0011239985077145835
386,CPIM,Madhya Pradesh,5842,520018484,0.001123421605144328
1045,lpi,Maharashtra,5804,520018484,0.0011161141725877575
74,ABHM,Jharkhand,5743,520018484,0.0011043838203258945
687,MaSP,Telangana,5724,520018484,0.0011007301040476094
410,CPM,Uttar Pradesh,5637,520018484,0.001083999929510198
126,AIMIM,Andhra Pradesh,5598,520018484,0.0010765001960968757
438,GaAP,Jammu & Kashmir,5566,520018484,0.0010703465686808164
911,SDPI,Madhya Pradesh,5557,520018484,0.0010686158609700496
813,RLD,Telangana,5551,520018484,0.0010674620558295386
423,DNP,Uttar Pradesh,5485,520018484,0.0010547701992839162
437,GaAP,Andhra Pradesh,5481,520018484,0.0010540009958569087
211,BGTD,Punjab,5471,520018484,0.0010520779872893904
332,BSP(K),Uttar Pradesh,5416,520018484,0.0010415014401680383
680,MOP,Uttar Pradesh,5406,520018484,0.0010395784316005198
188,AVIRP,Rajasthan,5382,520018484,0.0010349632110384754
427,EKSP,Uttar Pradesh,5341,520018484,0.0010270788759116493
988,SWJP,West Bengal,5340,520018484,0.0010268865750548974
415,DBSP,Punjab,5240,520018484,0.001007656489379712
767,PRCP,Rajasthan,5232,520018484,0.0010061180825256973
819,RND,Bihar,5215,520018484,0.0010028489679609158
123,AIMF,Uttar Pradesh,5195,520018484,0.0009990029508258789
275,BMUP,Karnataka,5192,520018484,0.0009984260482556232
464,ICSP,Telangana,5148,520018484,0.0009899648105585416
606,JMBP,Tripura,5147,520018484,0.0009897725097017898
466,IKL,Punjab,5084,520018484,0.000977657555726423
716,NIP,Telangana,5082,520018484,0.0009772729540129194
983,SUCI,Uttar Pradesh,5066,520018484,0.0009741961403048895
678,MNDP,Maharashtra,4992,520018484,0.0009599658769052525
216,BHSSP,Madhya Pradesh,4956,520018484,0.0009530430460621857
994,SaSaP,Uttar Pradesh,4947,520018484,0.0009513123383514191
167,ANC,Karnataka,4927,520018484,0.0009474663212163819
160,ALHP,Uttar Pradesh,4910,520018484,0.0009441972066516005
712,NCP,Telangana,4769,520018484,0.0009170827858495891
447,HJP,Karnataka,4728,520018484,0.0009091984507227632
168,ANC,Maharashtra,4728,520018484,0.0009091984507227632
954,SP(I),Jharkhand,4725,520018484,0.0009086215481525076
613,JND,Madhya Pradesh,4719,520018484,0.0009074677430119965
786,RBCP,Bihar,4717,520018484,0.0009070831412984928
918,SHS,Himachal Pradesh,4709,520018484,0.0009055447344444779
987,SWJP,Madhya Pradesh,4668,520018484,0.000897660399317652
219,BJJD,Bihar,4664,520018484,0.0008968911958906444
803,RJM,Jharkhand,4647,520018484,0.0008936220813258631
454,HND,Maharashtra,4640,520018484,0.0008922759753286
217,BIP,Bihar,4600,520018484,0.000884583941058526
1029,YuS,Gujarat,4578,520018484,0.0008803533222099852
654,LSP,Tamil Nadu,4541,520018484,0.0008732381905101666
776,RAC,Uttar Pradesh,4527,520018484,0.0008705459785156406
853,RPS,Andhra Pradesh,4521,520018484,0.0008693921733751295
81,ABJS,Jharkhand,4516,520018484,0.0008684306690913702
842,RPI(A),Tamil Nadu,4501,520018484,0.0008655461562400924
