,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
3264,Maharashtra,Akola,Dhotre Sanjay Shamrao,MALE,60.0,GENERAL,BJP,552898,1546,554444,1865169,0,
3267,Maharashtra,Akola,Ambedkar (Adv) Prakash Yashwant,MALE,64.0,GENERAL,VBA,278241,607,278848,1865169,-275596,
3275,Maharashtra,Amravati ,Adsul Anandrao Vithoba,MALE,71.0,SC,SHS,470549,3447,473996,1833091,-36951,
3286,Maharashtra,Amravati ,Navnit Ravi Rana,FEMALE,33.0,SC,IND,507844,3103,510947,1833091,0,
3301,Maharashtra,Wardha,Charulata Rao Tokas,FEMALE,53.0,GENERAL,INC,389243,1930,391173,1743283,-187191,
3302,Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,MALE,65.0,GENERAL,BJP,575488,2876,578364,1743283,0,
3315,Maharashtra,Ramtek ,Kishore Uttamrao Gajbhiye,MALE,61.0,SC,INC,468738,1605,470343,1922764,-126783,
3316,Maharashtra,Ramtek ,Krupal Balaji Tumane,MALE,53.0,SC,SHS,594827,2299,597126,1922764,0,
3332,Maharashtra,Nagpur ,NANA PATOLE,MALE,56.0,GENERAL,INC,442765,1447,444212,2161096,-216009,
3333,Maharashtra,Nagpur ,NITIN JAIRAM GADKARI,MALE,62.0,GENERAL,BJP,657624,2597,660221,2161096,0,
3363,Maharashtra,Bhandara - gondiya,Panchabudhe Nana Jairam,MALE,64.0,GENERAL,NCP,448285,4564,452849,1811556,-197394,
3365,Maharashtra,Bhandara - gondiya,Sunil Baburao Mendhe,MALE,50.0,GENERAL,BJP,646152,4091,650243,1811556,0,
3378,Maharashtra,Gadchiroli-Chimur,ASHOK MAHADEORAO NETE,MALE,55.0,ST,BJP,517722,2246,519968,1581366,0,
3379,Maharashtra,Gadchiroli-Chimur,Dr. NAMDEO DALLUJI USENDI,MALE,48.0,ST,INC,440386,2056,442442,1581366,-77526,
3384,Maharashtra,Chandrapur,Ahir Hansraj Gangaram,MALE,64.0,GENERAL,BJP,512728,2016,514744,1910188,-44763,
3385,Maharashtra,Chandrapur,Balubhau alias Suresh Narayan Dhanorkar,MALE,43.0,GENERAL,INC,557550,1957,559507,1910188,0,
3399,Maharashtra,Yavatmal-Washim,Thakre Manikrao Govindrao,MALE,64.0,GENERAL,INC,422497,1662,424159,1916185,-117939,
3400,Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,FEMALE,46.0,GENERAL,SHS,540104,1994,542098,1916185,0,
3424,Maharashtra,Hingoli ,Wankhede Subhashrao Bapurao,MALE,56.0,GENERAL,INC,306928,1528,308456,1733729,-277856,
3425,Maharashtra,Hingoli ,Hemant Patil,MALE,48.0,GENERAL,SHS,583392,2920,586312,1733729,0,
3452,Maharashtra,Nanded,Ashok Shankarrao Chavan,MALE,60.0,GENERAL,INC,442138,4520,446658,1719322,-40148,
3453,Maharashtra,Nanded,Prataprao Patil Chikhalikar,MALE,57.0,GENERAL,BJP,482148,4658,486806,1719322,0,
3467,Maharashtra,Parbhani,JADHAV SANJAY (BANDU) HARIBHAU,MALE,52.0,GENERAL,SHS,538214,727,538941,1985228,0,
3469,Maharashtra,Parbhani,RAJESH UTTAMRAO VITEKAR,MALE,39.0,GENERAL,NCP,496372,370,496742,1985228,-42199,
3485,Maharashtra,Jalna,Autade Vilas Keshavrao,MALE,50.0,GENERAL,INC,364348,856,365204,1867220,-332815,
3486,Maharashtra,Jalna,Danve Raosaheb Dadarao,MALE,65.0,GENERAL,BJP,694945,3074,698019,1867220,0,
3506,Maharashtra,Aurangabad,Chandrakant Khaire,MALE,67.0,GENERAL,SHS,383759,791,384550,1886284,-4492,
3511,Maharashtra,Aurangabad,Imtiaz Jaleel Syed,MALE,50.0,GENERAL,AIMIM,388784,258,389042,1886284,0,
3532,Maharashtra,Dindori ,Dhanraj Haribhau Mahale,MALE,44.0,ST,NCP,368111,580,368691,1732936,-198779,
3533,Maharashtra,Dindori ,Dr. Bharati Pravin Pawar,FEMALE,40.0,ST,BJP,565452,2018,567470,1732936,0,
3540,Maharashtra,Nashik,Godse Hemant Tukaram,MALE,48.0,GENERAL,SHS,562034,1565,563599,1885064,0,
3541,Maharashtra,Nashik,Sameer Magan Bhujbal,MALE,45.0,GENERAL,NCP,270854,541,271395,1885064,-292204,
3558,Maharashtra,Palghar ,Rajendra Dhedya Gavit,MALE,51.0,ST,SHS,579989,490,580479,1885600,0,
3561,Maharashtra,Palghar ,Baliram Sukur Jadhav,MALE,63.0,ST,BVA,491391,205,491596,1885600,-88883,
3571,Maharashtra,Bhiwandi,KAPIL MORESHWAR PATIL,MALE,58.0,GENERAL,BJP,522032,1551,523583,1890100,0,
3572,Maharashtra,Bhiwandi,TAWARE SURESH KASHINATH,MALE,62.0,GENERAL,INC,366671,583,367254,1890100,-156329,
3587,Maharashtra,Kalyan,BABAJI BALARAM PATIL,MALE,52.0,GENERAL,NCP,215014,366,215380,1965676,-344343,
3589,Maharashtra,Kalyan,Dr. SHRIKANT EKNATH SHINDE,MALE,32.0,GENERAL,SHS,558023,1700,559723,1965676,0,
3616,Maharashtra,Thane,ANAND PRAKASH PARANJPE,MALE,46.0,GENERAL,NCP,328088,736,328824,2370903,-412145,
3617,Maharashtra,Thane,RAJAN BABURAO VICHARE,MALE,57.0,GENERAL,SHS,738618,2351,740969,2370903,0,
3640,Maharashtra,Mumbai North,Urmila Matondkar,FEMALE,48.0,GENERAL,INC,240956,475,241431,1647350,-465247,
3641,Maharashtra,Mumbai North,Gopal Shetty,MALE,65.0,GENERAL,BJP,705555,1123,706678,1647350,0,
3659,Maharashtra,Mumbai North West,Gajanan Kirtikar,MALE,75.0,GENERAL,SHS,569018,1045,570063,1732263,0,
3660,Maharashtra,Mumbai North West,Sanjay Nirupam,MALE,54.0,GENERAL,INC,309517,218,309735,1732263,-260328,
3681,Maharashtra,Mumbai North East,Patil Sanjay Dina,MALE,50.0,GENERAL,NCP,287555,558,288113,1588693,-226486,
3682,Maharashtra,Mumbai North East,Manoj Kotak,MALE,46.0,GENERAL,BJP,513579,1020,514599,1588693,0,
3710,Maharashtra,Mumbai North central,DUTT PRIYA SUNIL,FEMALE,52.0,GENERAL,INC,356298,369,356667,1679891,-130005,
3711,Maharashtra,Mumbai North central,POONAM MAHAJAN,FEMALE,38.0,GENERAL,BJP,485815,857,486672,1679891,0,
3731,Maharashtra,Mumbai South central,Eknath M. Gaikwad,MALE,79.0,GENERAL,INC,272393,381,272774,1440380,-152139,
3732,Maharashtra,Mumbai South central,Rahul Ramesh Shewale,MALE,47.0,SC,SHS,423743,1170,424913,1440380,0,
3748,Maharashtra,Mumbai   South,Arvind Ganpat Sawant,MALE,67.0,GENERAL,SHS,420530,1407,421937,1554176,0,
3750,Maharashtra,Mumbai   South,Deora Milind Murli,MALE,43.0,GENERAL,INC,321362,508,321870,1554176,-100067,
3762,Maharashtra,Raigad,Anant Geete,MALE,67.0,GENERAL,SHS,452942,2588,455530,1652965,-31438,
3763,Maharashtra,Raigad,Tatkare Sunil Dattatray,MALE,64.0,GENERAL,NCP,484563,2405,486968,1652965,0,
3780,Maharashtra,Maval,PARTH AJIT PAWAR,MALE,29.0,GENERAL,NCP,503375,1375,504750,2298080,-215913,
3781,Maharashtra,Maval,SHRIRANG APPA CHANDU BARNE,MALE,55.0,GENERAL,SHS,718950,1713,720663,2298080,0,
3802,Maharashtra,Pune,Girish Bhalchandra Bapat,MALE,68.0,GENERAL,BJP,631875,960,632835,2075824,0,
3803,Maharashtra,Pune,Mohan Joshi,MALE,62.0,GENERAL,INC,307870,337,308207,2075824,-324628,
3833,Maharashtra,Baramati,Kanchan Rahul Kool,FEMALE,34.0,GENERAL,BJP,528711,2229,530940,2114663,-155774,
3835,Maharashtra,Baramati,Supriya Sule,FEMALE,49.0,GENERAL,NCP,683705,3009,686714,2114663,0,
3852,Maharashtra,Shirur,Adhalrao Shivaji Dattatrey,MALE,64.0,GENERAL,SHS,576002,1345,577347,2175529,-58483,
3853,Maharashtra,Shirur,Dr. Amol Ramsing Kolhe,MALE,38.0,GENERAL,NCP,634554,1276,635830,2175529,0,
3877,Maharashtra,Ahmadnagar ,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,MALE,37.0,GENERAL,BJP,696961,7699,704660,1861396,0,
3878,Maharashtra,Ahmadnagar ,SANGRAM ARUNKAKA JAGTAP,MALE,34.0,GENERAL,NCP,419364,3822,423186,1861396,-281474,
3896,Maharashtra,Shirdi,KAMBLE BHAUSAHEB MALHARI,MALE,64.0,SC,INC,364113,2512,366625,1587079,-120195,
3898,Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,MALE,56.0,SC,SHS,483449,3371,486820,1587079,0,
3917,Maharashtra,Beed,Pritam Gopinathrao Munde,FEMALE,36.0,GENERAL,BJP,675841,2334,678175,2045405,0,
3918,Maharashtra,Beed,Bajrang Manohar Sonwane,MALE,48.0,GENERAL,NCP,509108,699,509807,2045405,-168368,
3954,Maharashtra,Osmanabad,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,MALE,35.0,GENERAL,SHS,591605,5035,596640,1889740,0,
3955,Maharashtra,Osmanabad,Ranajagjitsinha Padmasinha Patil,MALE,47.0,GENERAL,NCP,464747,4327,469074,1889740,-127566,
3969,Maharashtra,Latur ,Kamant Machhindra Gunwantrao,MALE,59.0,SC,INC,370835,1549,372384,1886657,-289111,
3971,Maharashtra,Latur ,Sudhakar Tukaram Shrangare,MALE,57.0,SC,BJP,657590,3905,661495,1886657,0,
3980,Maharashtra,Solapur ,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,MALE,63.0,SC,BJP,523352,1633,524985,1851654,0,
3981,Maharashtra,Solapur ,SHINDE SUSHILKUMAR SAMBHAJIRAO,MALE,77.0,SC,INC,365274,1103,366377,1851654,-158608,
3995,Maharashtra,Madha,Ranjeetsinha Hindurao Naik- Nimbalkar,MALE,42.0,GENERAL,BJP,583191,3123,586314,1909574,0,
3996,Maharashtra,Madha,Sanjaymama Vitthalrao Shinde,MALE,50.0,GENERAL,NCP,498441,2109,500550,1909574,-85764,
4027,Maharashtra,Sangli,Sanjaykaka Patil,MALE,54.0,GENERAL,BJP,503615,5380,508995,1809109,0,
4031,Maharashtra,Sangli,Vishal Prakashbapu Patil,MALE,38.0,GENERAL,SWP,342016,2627,344643,1809109,-164352,
4040,Maharashtra,Satara,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,MALE,53.0,GENERAL,NCP,576078,2948,579026,1848489,0,
4041,Maharashtra,Satara,NARENDRA ANNASAHEB PATIL,MALE,44.0,GENERAL,SHS,449661,2837,452498,1848489,-126528,
4051,Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,MALE,65.0,GENERAL,SHS,456013,2009,458022,1455577,0,
4052,Maharashtra,Ratnagiri - sindhudurg,Nilesh Narayan Rane,MALE,38.0,GENERAL,MSHP,278626,1074,279700,1455577,-178322,
4063,Maharashtra,Kolhapur,Dhananjay Mahadik,MALE,47.0,GENERAL,NCP,476820,1697,478517,1880496,-270568,
4064,Maharashtra,Kolhapur,Sanjay Sadashivrao Mandlik,MALE,54.0,GENERAL,SHS,745675,3410,749085,1880496,0,
4079,Maharashtra,Hatkanangle,Dhairyasheel Sambhajirao Mane,MALE,38.0,GENERAL,SHS,582776,3000,585776,1776555,0,
4084,Maharashtra,Hatkanangle,Raju Anna Shetti,MALE,51.0,GENERAL,SWP,487276,2461,489737,1776555,-96039,
4096,Manipur,Inner manipur,OINAM NABAKISHORE SINGH,MALE,59.0,GENERAL,INC,244972,905,245877,937464,-17755,
4098,Manipur,Inner manipur,DR RAJKUMAR RANJAN SINGH,MALE,67.0,GENERAL,BJP,261802,1830,263632,937464,0,
4111,Manipur,Outer manipur,Lorho S. Pfoze,MALE,59.0,ST,NPF,362707,820,363527,1022099,0,
4112,Manipur,Outer manipur,Houlim Shokhopao Mate,MALE,36.0,ST,BJP,287058,2687,289745,1022099,-73782,
4117,Meghalaya,Shillong,JEMINO MAWTHOH,MALE,54.0,ST,UDP,267080,176,267256,1197806,-152433,
4119,Meghalaya,Shillong,VINCENT H. PALA,MALE,51.0,ST,INC,419212,477,419689,1197806,0,
4124,Meghalaya,Tura ,AGATHA K. SANGMA,FEMALE,38.0,ST,NPEP,304185,270,304455,716990,0,
4125,Meghalaya,Tura ,DR. MUKUL SANGMA,MALE,53.0,ST,INC,240240,185,240425,716990,-64030,
4128,Mizoram,MIZORAM,C LALROSANGA,MALE,62.0,ST,MNF,223509,777,224286,792464,0,
4132,Mizoram,MIZORAM,LALNGHINGLOVA HMAR,MALE,41.0,ST,IND,215202,944,216146,792464,-8140,
4135,Nagaland,Nagaland,K L Chishi,MALE,75.0,ST,INC,481915,2251,484166,1213777,-16344,
4137,Nagaland,Nagaland,Tokheho Yepthomi,MALE,62.0,ST,NDPP,499683,827,500510,1213777,0,
4142,Odisha,Bargarh,Prasanna Acharya,MALE,69.0,GENERAL,BJD,516229,1077,517306,1596290,-63939,
4143,Odisha,Bargarh,Suresh Pujari,MALE,59.0,GENERAL,BJP,577074,4171,581245,1596290,0,
4148,Odisha,Sundargarh ,Jual Oram,MALE,58.0,ST,BJP,498468,1588,500056,1531525,0,
4149,Odisha,Sundargarh ,Sunita Biswal,FEMALE,39.0,ST,BJD,276710,281,276991,1531525,-223065,
4156,Odisha,Sambalpur,NALINI KANTA PRADHAN,MALE,61.0,GENERAL,BJD,464063,545,464608,1468530,-9162,
4157,Odisha,Sambalpur,NITESH GANGA DEB,MALE,47.0,GENERAL,BJP,471382,2388,473770,1468530,0,
4168,Odisha,Keonjhar ,Ananta Nayak,MALE,49.0,ST,BJP,458064,2092,460156,1516688,-66203,
4169,Odisha,Keonjhar ,Chandrani Murmu,FEMALE,25.0,ST,BJD,525886,473,526359,1516688,0,
4177,Odisha,Mayurbhanj ,DR DEBASHIS MARNDI,MALE,41.0,ST,BJD,457676,880,458556,1493205,-25256,
4178,Odisha,Mayurbhanj ,BISHWESWAR TUDU,MALE,54.0,ST,BJP,480253,3559,483812,1493205,0,
4187,Odisha,Balasore,PRATAP CHANDRA SARANGI,MALE,64.0,GENERAL,BJP,481438,2420,483858,1531781,0,
4188,Odisha,Balasore,RABINDRA KUMAR JENA,MALE,51.0,GENERAL,BJD,470242,660,470902,1531781,-12956,
4199,Odisha,Bhadrak ,AVIMANYU SETHI,MALE,49.0,SC,BJP,480874,3380,484254,1661661,-28791,
4202,Odisha,Bhadrak ,MANJULATA MANDAL,FEMALE,42.0,SC,BJD,511772,1273,513045,1661661,0,
4208,Odisha,Jajpur ,AMIYA KANTA MALLICK,MALE,61.0,SC,BJP,438171,4156,442327,1475007,-101693,
4210,Odisha,Jajpur ,SARMISTHA SETHI,FEMALE,45.0,SC,BJD,542476,1544,544020,1475007,0,
4219,Odisha,Dhenkanal,MAHESH SAHOO,MALE,58.0,SC,BJD,521954,930,522884,1504403,0,
4220,Odisha,Dhenkanal,RUDRA NARAYAN PANY,MALE,59.0,GENERAL,BJP,483978,3494,487472,1504403,-35412,
4227,Odisha,Bolangir,Kalikesh Narayan Singh Deo,MALE,45.0,GENERAL,BJD,478183,387,478570,1744446,-19516,
4230,Odisha,Bolangir,Sangeeta Kumari Singh Deo,FEMALE,57.0,GENERAL,BJP,496237,1849,498086,1744446,0,
4236,Odisha,Kalahandi,PUSPENDRA SINGH DEO,MALE,52.0,GENERAL,BJD,405641,619,406260,1611056,-26814,
4238,Odisha,Kalahandi,BASANTA KUMAR PANDA,MALE,58.0,GENERAL,BJP,429710,3364,433074,1611056,0,
4245,Odisha,Nabarangpur ,PRADEEP KUMAR MAJHI,MALE,43.0,ST,INC,349437,1433,350870,1461004,-41634,
4247,Odisha,Nabarangpur ,RAMESH CHANDRA MAJHI,MALE,40.0,ST,BJD,392481,23,392504,1461004,0,
4249,Odisha,Kandhamal,ACHYUTANANDA SAMANTA,MALE,55.0,GENERAL,BJD,461154,525,461679,1288666,0,
4252,Odisha,Kandhamal,Mahameghabahan Aira Kharabela Swain,MALE,66.0,GENERAL,BJP,310883,1580,312463,1288666,-149216,
4256,Odisha,Cuttack,PRAKASH MISHRA,MALE,63.0,GENERAL,BJP,401959,1432,403391,1518996,-121201,
4258,Odisha,Cuttack,BHARTRUHARI MAHTAB,MALE,62.0,GENERAL,BJD,524117,475,524592,1518996,0,
4267,Odisha,Kendrapara ,Anubhav Mohanty,MALE,37.0,GENERAL,BJD,629349,830,630179,1710916,0,
4269,Odisha,Kendrapara ,BAIJAYANT PANDA,MALE,55.0,GENERAL,BJP,474294,2304,476598,1710916,-153581,
4276,Odisha,Jagatsinghpur ,BIBHU PRASAD TARAI,MALE,55.0,SC,BJP,346398,1932,348330,1643595,-271655,
4278,Odisha,Jagatsinghpur ,RAJASHREE MALLICK,FEMALE,54.0,SC,BJD,618955,1030,619985,1643595,0,
4286,Odisha,Puri,PINAKI MISRA,MALE,59.0,GENERAL,BJD,537782,539,538321,1562331,0,
4288,Odisha,Puri,Dr Sambit Patra,MALE,45.0,GENERAL,BJP,524504,2103,526607,1562331,-11714,
4294,Odisha,Bhubaneswar,APARAJITA SARANGI,FEMALE,49.0,GENERAL,BJP,485793,1198,486991,1699678,0,
4295,Odisha,Bhubaneswar,Arup Mohan Patnaik,MALE,63.0,GENERAL,BJD,462911,241,463152,1699678,-23839,
4309,Odisha,Aska,Anita Subhadarshini,FEMALE,47.0,GENERAL,BJP,346249,1793,348042,1541145,-204707,
4311,Odisha,Aska,Pramila Bisoyi,FEMALE,70.0,GENERAL,BJD,552364,385,552749,1541145,0,
4319,Odisha,Berhampur,CHANDRA SEKHAR SAHU,MALE,68.0,GENERAL,BJD,443145,698,443843,1502455,0,
4321,Odisha,Berhampur,BHRUGU BAXIPATRA,MALE,44.0,GENERAL,BJP,347302,1697,348999,1502455,-94844,
4327,Odisha,Koraput ,KAUSALYA HIKAKA,FEMALE,33.0,ST,BJD,366812,704,367516,1434384,-3613,
4330,Odisha,Koraput ,SAPTAGIRI SANKAR ULAKA,MALE,40.0,ST,INC,370434,695,371129,1434384,0,
4335,Punjab,Gurdaspur,SUNNY DEOL,MALE,59.0,GENERAL,BJP,551177,7542,558719,1595284,0,
4336,Punjab,Gurdaspur,SUNIL JAKHAR,MALE,65.0,GENERAL,INC,474168,2092,476260,1595284,-82459,
4351,Punjab,Amritsar,HARDEEP SINGH PURI,MALE,67.0,GENERAL,BJP,344049,1357,345406,1507875,-99626,
4353,Punjab,Amritsar,GURJEET SINGH AUJLA,MALE,46.0,GENERAL,INC,444052,980,445032,1507875,0,
4382,Punjab,Khadoor Sahib,JASBIR SINGH GILL (DIMPA),MALE,48.0,GENERAL,INC,457990,1720,459710,1638842,0,
4383,Punjab,Khadoor Sahib,BIBI JAGIR KAUR,FEMALE,65.0,GENERAL,SAD,317690,1447,319137,1638842,-140573,
4402,Punjab,Jalandhar,Santokh Singh Chaudhary,MALE,72.0,SC,INC,385449,263,385712,1617018,0,
4403,Punjab,Jalandhar,Charanjit Singh Atwal,MALE,82.0,SC,SAD,365934,287,366221,1617018,-19491,
4422,Punjab,Hoshiarpur,SOM PARKASH,MALE,70.0,SC,BJP,416711,4609,421320,1597500,0,
4425,Punjab,Hoshiarpur,Dr. RAJ KUMAR CHABBEWAL,MALE,49.0,SC,INC,369719,3071,372790,1597500,-48530,
4433,Punjab,Anandpur Sahib,Professor Prem Singh Chandumajra,MALE,69.0,GENERAL,SAD,379552,1609,381161,1698876,-46884,
4434,Punjab,Anandpur Sahib,Manish Tewari,MALE,53.0,GENERAL,INC,426904,1141,428045,1698876,0,
4461,Punjab,Ludhiana,RAVNEET SINGH BITTU,MALE,43.0,GENERAL,INC,383284,511,383795,1683325,0,
4463,Punjab,Ludhiana,SIMARJEET SINGH BAINS,MALE,48.0,GENERAL,LIP,306786,637,307423,1683325,-76372,
4481,Punjab,Fatehgarh Sahib,AMAR SINGH,MALE,65.0,SC,INC,410723,928,411651,1502861,0,
4482,Punjab,Fatehgarh Sahib,DARBARA SINGH GURU,MALE,66.0,SC,SAD,316999,754,317753,1502861,-93898,
4503,Punjab,Faridkot,Gulzar Singh Ranike,MALE,61.0,SC,SAD,334674,1135,335809,1541971,-83256,
4505,Punjab,Faridkot,Mohammad Sadique,MALE,78.0,SC,INC,417936,1129,419065,1541971,0,
4523,Punjab,Firozpur,SUKHBIR SINGH BADAL,MALE,56.0,GENERAL,SAD,631100,2327,633427,1618419,0,
4524,Punjab,Firozpur,SHER SINGH GHUBAYA,MALE,56.0,SC,INC,432964,1613,434577,1618419,-198850,
4546,Punjab,Bathinda,Amrinder Singh Raja Warring,MALE,41.0,GENERAL,INC,469412,1640,471052,1621671,-21772,
4547,Punjab,Bathinda,Harsimrat Kaur Badal,FEMALE,52.0,GENERAL,SAD,490811,2013,492824,1621671,0,
4574,Punjab,Sangrur,KEWAL SINGH DHILLON,MALE,68.0,GENERAL,INC,302559,791,303350,1529431,-110211,
4576,Punjab,Sangrur,BHAGWANT MANN,MALE,45.0,GENERAL,AAAP,412201,1360,413561,1529431,0,
4600,Punjab,Patiala,Surjit Singh Rakhra,MALE,68.0,GENERAL,SAD,368498,811,369309,1739600,-162718,
4602,Punjab,Patiala,Preneet Kaur,FEMALE,74.0,GENERAL,INC,531178,849,532027,1739600,0,
4626,Rajasthan,Ganganagar,NIHAL CHAND,MALE,48.0,SC,BJP,892744,4433,897177,1943486,0,
4627,Rajasthan,Ganganagar,BHARAT RAM MEGHWAL,MALE,63.0,SC,INC,487597,2602,490199,1943486,-406978,
4636,Rajasthan,Bikaner (SC),ARJUN RAM MEGHWAL,MALE,65.0,SC,BJP,655427,2316,657743,1851628,0,
4638,Rajasthan,Bikaner (SC),MADAN GOPAL MEGHWAL,MALE,55.0,SC,INC,392268,1394,393662,1851628,-264081,
4647,Rajasthan,Churu,RAFIQUE MANDELIA,MALE,58.0,GENERAL,INC,457117,1480,458597,2019104,-334402,
4648,Rajasthan,Churu,RAHUL KASWAN,MALE,42.0,GENERAL,BJP,786573,6426,792999,2019104,0,
4659,Rajasthan,Jhunjhunu,NARENDRA KUMAR,MALE,58.0,GENERAL,BJP,722994,15169,738163,1937882,0,
4660,Rajasthan,Jhunjhunu,SHARWAN KUMAR S/O GOKAL RAM,MALE,64.0,GENERAL,INC,431973,3643,435616,1937882,-302547,
4674,Rajasthan,Sikar,Subhash Maharia,MALE,61.0,GENERAL,INC,470673,4275,474948,2041612,-297156,
4675,Rajasthan,Sikar,Sumedhanand Saraswati,MALE,67.0,GENERAL,BJP,761332,10772,772104,2041612,0,
4685,Rajasthan,Jaipur Rural,KRISHNA POONIA,FEMALE,41.0,GENERAL,INC,422223,4738,426961,1952542,-393171,
4686,Rajasthan,Jaipur Rural,COL. RAJYAVARDHAN RATHORE,MALE,49.0,GENERAL,BJP,811626,8506,820132,1952542,0,
4695,Rajasthan,Jaipur,Jyoti Khandelwal,FEMALE,44.0,GENERAL,INC,490741,2698,493439,2127021,-430626,
4696,Rajasthan,Jaipur,Ramcharan Bohra,MALE,61.0,GENERAL,BJP,918472,5593,924065,2127021,0,
4720,Rajasthan,Alwar,Bhanwar Jitendra Singh,MALE,47.0,GENERAL,INC,426794,3436,430230,1888524,-329971,
4721,Rajasthan,Alwar,Balak Nath,MALE,35.0,GENERAL,BJP,750580,9621,760201,1888524,0,
4731,Rajasthan,BHARATPUR,ABHIJEET KUMAR JATAV,MALE,59.0,SC,INC,387863,1730,389593,1943794,-318399,
4732,Rajasthan,BHARATPUR,RANJEETA KOLI,FEMALE,39.0,SC,BJP,701293,6699,707992,1943794,0,
4740,Rajasthan,KARAULI-DHOLPUR,MANOJ RAJORIA,MALE,49.0,SC,BJP,523801,2642,526443,1810574,0,
4742,Rajasthan,KARAULI-DHOLPUR,SANJAY KUMAR,MALE,31.0,SC,INC,427847,914,428761,1810574,-97682,
4746,Rajasthan,Dausa,Jaskaur Meena,FEMALE,71.0,ST,BJP,545481,3252,548733,1730289,0,
4748,Rajasthan,Dausa,Savita Meena,FEMALE,54.0,ST,INC,467458,2831,470289,1730289,-78444,
4758,Rajasthan,TONK-SAWAI MADHOPUR,Namonarayan,MALE,75.0,ST,INC,530968,2060,533028,1945992,-111291,
4760,Rajasthan,TONK-SAWAI MADHOPUR,Sukhbir Singh Jaunapuria,MALE,61.0,GENERAL,BJP,641561,2758,644319,1945992,0,
4768,Rajasthan,Ajmer,Bhagirath Chaudhary,MALE,64.0,GENERAL,BJP,811091,3985,815076,1876346,0,
4769,Rajasthan,Ajmer,Riju Jhunjhunwala,MALE,40.0,GENERAL,INC,397420,1232,398652,1876346,-416424,
4775,Rajasthan,Nagaur,DR. JYOTI MIRDHA,FEMALE,47.0,GENERAL,INC,476671,2120,478791,1933169,-181260,
4776,Rajasthan,Nagaur,HANUMAN BENIWAL,MALE,47.0,GENERAL,RLTP,655496,4555,660051,1933169,0,
4789,Rajasthan,Pali,P. P. CHAUDHARY,MALE,65.0,GENERAL,BJP,890817,9332,900149,2161663,0,
4790,Rajasthan,Pali,BADRIRAM JAKHAR,MALE,69.0,GENERAL,INC,413439,5113,418552,2161663,-481597,
4798,Rajasthan,Jodhpur,Gajendra Singh Shekhawat,MALE,51.0,GENERAL,BJP,781166,7722,788888,1956755,0,
4800,Rajasthan,Jodhpur,Vaibhav Gehlot,MALE,38.0,GENERAL,INC,511052,3396,514448,1956755,-274440,
4809,Rajasthan,Barmer,KAILASH CHOUDHARY,MALE,45.0,GENERAL,BJP,844104,2422,846526,1941231,0,
4810,Rajasthan,Barmer,MANVENDRA SINGH,MALE,55.0,GENERAL,INC,520856,1862,522718,1941231,-323808,
4817,Rajasthan,Jalore,Devaji Patel,MALE,42.0,GENERAL,BJP,772383,450,772833,2071244,0,
4818,Rajasthan,Jalore,Ratan Devasi,MALE,44.0,GENERAL,INC,511363,360,511723,2071244,-261110,
4833,Rajasthan,Udaipur,ARJUNLAL MEENA,MALE,54.0,ST,BJP,867694,3854,871548,2069559,0,
4836,Rajasthan,Udaipur,RAGHUVIR SINGH MEENA,MALE,59.0,ST,INC,431960,1674,433634,2069559,-437914,
4843,Rajasthan,Banswara,KANAKMAL KATARA,MALE,62.0,ST,BJP,710684,1025,711709,1975368,0,
4844,Rajasthan,Banswara,TARACHAND BHAGORA,MALE,65.0,ST,INC,405874,371,406245,1975368,-305464,
4849,Rajasthan,Chittorgarh,Gopal Singh Shekhawat,MALE,68.0,GENERAL,INC,405681,1014,406695,2015911,-576247,
4850,Rajasthan,Chittorgarh,Chandra Prakash Joshi,MALE,43.0,GENERAL,BJP,979946,2996,982942,2015911,0,
4861,Rajasthan,Rajsamand,Diya Kumari,FEMALE,48.0,GENERAL,BJP,858690,4349,863039,1912911,0,
4862,Rajasthan,Rajsamand,Devkinandan (Kaka),MALE,76.0,GENERAL,INC,309748,1375,311123,1912911,-551916,
4871,Rajasthan,Bhilwara,RAM PAL SHARMA,MALE,52.0,GENERAL,INC,325145,1015,326160,1997328,-612000,
4873,Rajasthan,Bhilwara,SUBHASH CHANDRA BAHERIA,MALE,62.0,GENERAL,BJP,936065,2095,938160,1997328,0,
4876,Rajasthan,Kota,OM BIRLA,MALE,56.0,GENERAL,BJP,796071,3980,800051,1948010,0,
4877,Rajasthan,Kota,RAMNARAIN MEENA,MALE,75.0,ST,INC,517559,2815,520374,1948010,-279677,
4892,Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,MALE,48.0,GENERAL,BJP,887017,383,887400,1903870,0,
4893,Rajasthan,JHALAWAR-BARAN,PRAMOD SHARMA,MALE,48.0,GENERAL,INC,433272,200,433472,1903870,-453928,
