,state,party,votes,total_votes_statewise,split_votes_perc
296,Goa,BJP,436650,853203,51.17773847489988
297,Goa,INC,366158,853203,42.915695326903446
298,Goa,IND,7677,853203,0.8997858657318364
299,Goa,NOTA,12499,853203,1.4649503107701216
300,Goa,RPI(KM),2809,853203,0.32922997223404044
301,Goa,SHS,1763,853203,0.20663312248081642
302,Gujarat,ABJS,1034,29081964,0.0035554682620472264
303,Gujarat,ADPT,5682,29081964,0.019537882654692782
304,Gujarat,AINHCP,1097,29081964,0.003772097372790916
305,Gujarat,ANC,2804,29081964,0.009641714706750893
306,Gujarat,APoI,1055,29081964,0.0036276779656284563
307,Gujarat,BAHUMP,713,29081964,0.0024516913644484256
308,Gujarat,BARESP,1692,29081964,0.005818038974259097
309,Gujarat,BBC,497,29081964,0.001708962984755775
310,Gujarat,BJP,18091275,29081964,62.20788595983407
311,Gujarat,BMFP,858,29081964,0.0029502821748902514
312,Gujarat,BMUP,20823,29081964,0.07160107893675957
313,Gujarat,BNJD,5271,29081964,0.018124635598888713
314,Gujarat,BRP,992,29081964,0.003411048854884766
315,Gujarat,BSCP,613,29081964,0.002107835633109236
316,Gujarat,BSDL,743,29081964,0.0025548480838501826
317,Gujarat,BSP,249184,29081964,0.8568334655802476
318,Gujarat,BTP,180260,29081964,0.6198343413120242
319,Gujarat,CPI,5735,29081964,0.019720126192302553
320,Gujarat,GAGUP,10469,29081964,0.03599825651389982
321,Gujarat,GJPP,1524,29081964,0.005240361345609258
322,Gujarat,HND,22482,29081964,0.07730564551967672
323,Gujarat,INC,9337084,29081964,32.10609847395451
324,Gujarat,IND,626629,29081964,2.1546997307334537
325,Gujarat,JANSAPP,3646,29081964,0.012536979964626873
326,Gujarat,JSVP,3330,29081964,0.011450395853595032
327,Gujarat,LOGAP,635,29081964,0.0021834838940038574
328,Gujarat,LoRP,705,29081964,0.0024241829059412903
329,Gujarat,MaNPa,1887,29081964,0.006488557650370518
330,Gujarat,NCP,27305,29081964,0.09388980744216587
331,Gujarat,NIRBHP,2449,29081964,0.008421026860496767
332,Gujarat,NOTA,400932,29081964,1.378627660772842
333,Gujarat,PAP,1346,29081964,0.0046282981438254996
334,Gujarat,PPID,2163,29081964,0.007437599468866683
335,Gujarat,PPOI,1472,29081964,0.005061556365312879
336,Gujarat,REALDP,532,29081964,0.0018293124907244917
337,Gujarat,RNNBP,811,29081964,0.002788669981160832
338,Gujarat,RPWP,3762,29081964,0.012935852612980334
339,Gujarat,RSP(S),3256,29081964,0.01119594261240403
340,Gujarat,RSPS,3016,29081964,0.010370688857189975
341,Gujarat,RTORP,3577,29081964,0.012299719510002832
342,Gujarat,RVZP,1290,29081964,0.004435738934275553
343,Gujarat,SABHP,604,29081964,0.0020768886172887087
344,Gujarat,SANVP,3282,29081964,0.01128534510255222
345,Gujarat,STBSP,2142,29081964,0.007365389765285454
346,Gujarat,SUCI(C),1614,29081964,0.005549831503814529
347,Gujarat,SVPP,13884,29081964,0.04774092973913316
348,Gujarat,VPP,14974,29081964,0.05148895721073033
349,Gujarat,YJJP,10147,29081964,0.034891041058987625
350,Gujarat,YuS,1296,29081964,0.004456370278155904
351,Gujarat,aicp,3391,29081964,0.011660147849711939
352,Haryana,AAAP,45498,12681536,0.35877357443136226
353,Haryana,AAPP,6729,12681536,0.05306139571736421
354,Haryana,ABD,716,12681536,0.005646003764843628
355,Haryana,ABJS,1027,12681536,0.008098388081696098
356,Haryana,AIFB,1523,12681536,0.012009586220470455
357,Haryana,AJNSP,551,12681536,0.004344899545291675
358,Haryana,AVIRP,471,12681536,0.0037140611358119397
359,Haryana,BAHUMP,357,12681536,0.0028151164023033173
360,Haryana,BHAPRAP,4587,12681536,0.0361706973035443
361,Haryana,BHTJP,2209,12681536,0.01741902558175918
362,Haryana,BJP,7357347,12681536,58.016213493381244
363,Haryana,BJSAP,766,12681536,0.006040277770768462
364,Haryana,BKNP,2688,12681536,0.021196170558519096
365,Haryana,BMUP,11162,12681536,0.08801772908266002
366,Haryana,BSCP,4532,12681536,0.03573699589702699
367,Haryana,BSP,461273,12681536,3.6373590706993224
368,Haryana,CPI,7563,12681536,0.059637886136190435
369,Haryana,CPIM,9150,12681536,0.07215214308424468
370,Haryana,DKSP,346,12681536,0.0027283761209998536
371,Haryana,DSPVAD,422,12681536,0.0033276726100056023
372,Haryana,HCP,1192,12681536,0.00939949230124805
373,Haryana,INC,3604106,12681536,28.42010620795462
374,Haryana,IND,135637,12681536,1.069562866832535
375,Haryana,INLD,240258,12681536,1.894549682309777
